company_name,company_web_address
Robin van der Horst,https://store.steampowered.com/developer/Robin%20van%20der%20Horst&snr=1_5_9__2000
Manta Games,https://store.steampowered.com/developer/Manta%20Games&snr=1_5_9__2000
Roman Soldiers Studio,https://store.steampowered.com/developer/Roman%20Soldiers%20Studio&snr=1_5_9__2000
Pixel Flipper S.A.,https://store.steampowered.com/developer/playway?snr=1_5_9__2000
Iron Wolf Studio S.A.,https://store.steampowered.com/developer/Iron%20Wolf%20Studio%20S.A.&snr=1_5_9__2000
Skyward Digital,https://store.steampowered.com/developer/Skyward%20Digital&snr=1_5_9__2000
Joy Manufacturing Co.,https://store.steampowered.com/developer/Joy%20Manufacturing%20Co.&snr=1_5_9__2000
Catchweight Studio,https://store.steampowered.com/developer/Catchweight%20Studio&snr=1_5_9__2000
CarloC,https://store.steampowered.com/curator/35241310?snr=1_5_9__2000
SomaSim,https://store.steampowered.com/developer/somasim?snr=1_5_9__2000
Caveman Developments,https://store.steampowered.com/developer/Caveman%20Developments&snr=1_5_9__2000
SimulaM,https://store.steampowered.com/developer/playway?snr=1_5_9__2000
Redman Games,https://store.steampowered.com/developer/Redman%20Games&snr=1_5_9__2000
Fiddlyware,https://store.steampowered.com/developer/Fiddlyware&snr=1_5_9__2000
Monkeys Tales Studio,https://store.steampowered.com/developer/Monkeys%20Tales%20Studio&snr=1_5_9__2000
Andrea Dresseno,https://store.steampowered.com/developer/Andrea%20Dresseno&snr=1_5_9__2000
Sofia Abatangelo,https://store.steampowered.com/developer/Sofia%20Abatangelo&snr=1_5_9__2000
Matteo Lollini,https://store.steampowered.com/developer/Matteo%20Lollini&snr=1_5_9__2000
StudioV,https://store.steampowered.com/developer/StudioV&snr=1_5_9__2000
Iskonsko Studio,https://store.steampowered.com/developer/iskonsko?snr=1_5_9__2000
Ops Game Studio,https://store.steampowered.com/developer/Ops%20Game%20Studio&snr=1_5_9__2000
Opala Project,https://store.steampowered.com/developer/Opala%20Project&snr=1_5_9__2000
Nerial,https://store.steampowered.com/developer/Nerial&snr=1_5_9__2000
Teku Studios,https://store.steampowered.com/developer/Teku%20Studios&snr=1_5_9__2000
Studio Oleomingus,https://store.steampowered.com/developer/Studio%20Oleomingus&snr=1_5_9__2000
Glob Games Studio,https://store.steampowered.com/developer/GlobGamesStudio?snr=1_5_9__2000
Slashware Interactive,https://store.steampowered.com/developer/Slashware%20Interactive&snr=1_5_9__2000
Serious Sim,https://store.steampowered.com/developer/Serious%20Sim&snr=1_5_9__2000
Totem Games,https://store.steampowered.com/developer/Totem%20Games&snr=1_5_9__2000
LightCAT gaming,https://store.steampowered.com/developer/LightCAT%20gaming&snr=1_5_9__2000
SD studio,https://store.steampowered.com/curator/37906130?snr=1_5_9__2000
Big Way Games,https://store.steampowered.com/curator/34263063?snr=1_5_9__2000
Kanda Technologies,https://store.steampowered.com/developer/Kanda%20Technologies&snr=1_5_9__2000
Wasel and the Weasels,https://store.steampowered.com/developer/Wasel%20and%20the%20Weasels&snr=1_5_9__2000
United Digital Group GmbH,https://store.steampowered.com/developer/United%20Digital%20Group%20GmbH&snr=1_5_9__2000
Nerdindustries GmbH,https://store.steampowered.com/developer/Nerdindustries%20GmbH&snr=1_5_9__2000
Ancient War Studios,https://store.steampowered.com/developer/Ancient%20War%20Studios&snr=1_5_9__2000
Long Qi  Software Technology,https://store.steampowered.com/developer/Long%20Qi%20%20Software%20Technology&snr=1_5_9__2000
ANG People s.r.o.,https://store.steampowered.com/developer/ANG%20People%20s.r.o.&snr=1_5_9__2000
Vertigo Games,https://store.steampowered.com/developer/vertigogames?snr=1_5_9__2000
Dotemu,https://store.steampowered.com/developer/Dotemu?snr=1_5_9__2000
YGGDRASIL STUDIO,https://store.steampowered.com/developer/YGGDRASIL-STUDIO?snr=1_5_9__2000
Mousechief,https://store.steampowered.com/developer/Mousechief&snr=1_5_9__2000
Retsu Empire,https://store.steampowered.com/curator/37960503?snr=1_5_9__2000
Tuttifrutti Interactive,https://store.steampowered.com/developer/Tuttifrutti%20Interactive&snr=1_5_9__2000
ACE MADDOX,https://store.steampowered.com/curator/11695138?snr=1_5_9__2000
Stas Shostak,https://store.steampowered.com/developer/shostakgames?snr=1_5_9__2000
Alexander Sitnikov,https://store.steampowered.com/developer/Alexander%20Sitnikov&snr=1_5_9__2000
Spellbound,https://store.steampowered.com/developer/Spellbound&snr=1_5_9__2000
Rogueside,https://store.steampowered.com/developer/Rogueside?snr=1_5_9__2000
Coffee Powered Machine,https://store.steampowered.com/developer/Coffee%20Powered%20Machine&snr=1_5_9__2000
Whiskeybarrel Studios,https://store.steampowered.com/curator/33313459?snr=1_5_9__2000
Aggroblakh,https://store.steampowered.com/developer/Aggroblakh&snr=1_5_9__2000
Sep Reds,https://store.steampowered.com/developer/Slitherine?snr=1_5_9__2000
Atomic Jelly,https://store.steampowered.com/developer/AtomicJelly?snr=1_5_9__2000
Raptor Claw Games,https://store.steampowered.com/developer/Raptor%20Claw%20Games&snr=1_5_9__2000
Eric Sun,https://store.steampowered.com/developer/Eric%20Sun&snr=1_5_9__2000
Leonard Menchiari,https://store.steampowered.com/developer/MergeGames?snr=1_5_9__2000
IV Productions,https://store.steampowered.com/developer/IV%20Productions&snr=1_5_9__2000
Colestia,https://store.steampowered.com/developer/Colestia&snr=1_5_9__2000
2015,https://store.steampowered.com/developer/2015&snr=1_5_9__2000
Triseum,https://store.steampowered.com/developer/Triseum?snr=1_5_9__2000
Driven Arts,https://store.steampowered.com/developer/DrivenArts?snr=1_5_9__2000
Last Lotus,https://store.steampowered.com/developer/Last%20Lotus&snr=1_5_9__2000
The Working Parts,https://store.steampowered.com/developer/The%20Working%20Parts&snr=1_5_9__2000
Maris Ozols,https://store.steampowered.com/curator/34886518?snr=1_5_9__2000
Dave Beck,https://store.steampowered.com/developer/Dave%20Beck&snr=1_5_9__2000
Quicksilver Software,https://store.steampowered.com/developer/Quicksilver%20Software&snr=1_5_9__2000
Diamond Sky Games,https://store.steampowered.com/developer/Diamond%20Sky%20Games&snr=1_5_9__2000
Construct Studio,https://store.steampowered.com/developer/Construct%20Studio&snr=1_5_9__2000
Witch Laboratory,https://store.steampowered.com/developer/Witch%20Laboratory&snr=1_5_9__2000
Cyril Jarnot,https://store.steampowered.com/curator/36173274?snr=1_5_9__2000
Red Unit Studios,https://store.steampowered.com/developer/Red%20Unit%20Studios&snr=1_5_9__2000
Fully Illustrated,https://store.steampowered.com/developer/Fully%20Illustrated&snr=1_5_9__2000
Darkwind Media,https://store.steampowered.com/developer/Darkwind%20Media&snr=1_5_9__2000
Sillysoft Games,https://store.steampowered.com/developer/Sillysoft%20Games&snr=1_5_9__2000
Eirik Wiklund,https://store.steampowered.com/developer/Eirik%20Wiklund&snr=1_5_9__2000
Akella,https://store.steampowered.com/developer/Akella&snr=1_5_9__2000
Silver Lemur Games,https://store.steampowered.com/developer/SilverLemurGames?snr=1_5_9__2000
Bob De Schutter,https://store.steampowered.com/developer/Bob%20De%20Schutter&snr=1_5_9__2000
Black Eye Games,https://store.steampowered.com/curator/37395807?snr=1_5_9__2000
Jasmine Osler,https://store.steampowered.com/developer/Jasmine%20Osler&snr=1_5_9__2000
HELYEES,https://store.steampowered.com/developer/HELYEES&snr=1_5_9__2000
Lucas Molina,https://store.steampowered.com/developer/Lucas%20Molina&snr=1_5_9__2000
Kingdom Games,https://store.steampowered.com/developer/Kingdom%20Games&snr=1_5_9__2000
VROOM,https://store.steampowered.com/developer/vroom?snr=1_5_9__2000
Interactive Gaming Studios,https://store.steampowered.com/curator/26848090?snr=1_5_9__2000
Climax Studios,https://store.steampowered.com/developer/Climax%20Studios&snr=1_5_9__2000
Throwback Entertainment,https://store.steampowered.com/developer/throwback?snr=1_5_9__2000
"IWPLAY WORLD INTERACTIVE ENTERTAINMENT TECHNOLOGY CO., LTD.",https://store.steampowered.com/developer/IWPLAY%20WORLD%20INTERACTIVE%20ENTERTAINMENT%20TECHNOLOGY%20CO.%2C%20LTD.&snr=1_5_9__2000
Armoured Beans,https://store.steampowered.com/curator/33825498?snr=1_5_9__2000
RealDreamVision,https://store.steampowered.com/developer/RealDreamVision&snr=1_5_9__2000
Don't Bite Devs,https://store.steampowered.com/developer/Don%27t%20Bite%20Devs&snr=1_5_9__2000
Lienzo,https://store.steampowered.com/developer/Lienzo&snr=1_5_9__2000
HandyGames,https://store.steampowered.com/developer/HandyGames?snr=1_5_9__2000
rokaplay,https://store.steampowered.com/developer/rokaplay?snr=1_5_9__2000
Strategiae,https://store.steampowered.com/developer/plug-in-digital?snr=1_5_9__2000
USC Game Innovation Lab,https://store.steampowered.com/curator/34310264?snr=1_5_9__2000
Cyberflix Incorporated,https://store.steampowered.com/developer/Cyberflix%20Incorporated&snr=1_5_9__2000
BIG BOYS STUDIO,https://store.steampowered.com/developer/BIG%20BOYS%20STUDIO&snr=1_5_9__2000
tomeapp,https://store.steampowered.com/developer/tomeapp&snr=1_5_9__2000
OneOneGames,https://store.steampowered.com/developer/OneOneGames&snr=1_5_9__2000
Z9K Games,https://store.steampowered.com/developer/Z9K%20Games&snr=1_5_9__2000
Ape Marina,https://store.steampowered.com/developer/Ape%20Marina&snr=1_5_9__2000
Batholith Entertainment,https://store.steampowered.com/developer/BatholithEntertainment?snr=1_5_9__2000
Ripknot Systems,https://store.steampowered.com/curator/33361192?snr=1_5_9__2000
Anti Matter Games,https://store.steampowered.com/developer/Anti%20Matter%20Games&snr=1_5_9__2000
Duke Studio,https://store.steampowered.com/developer/Duke%20Studio&snr=1_5_9__2000
Nemoïd Apps,https://store.steampowered.com/developer/Nemo%C3%AFd%20Apps&snr=1_5_9__2000
AzDimension,https://store.steampowered.com/developer/azdimension?snr=1_5_9__2000
Seraphim Creations,https://store.steampowered.com/developer/Seraphim%20Creations&snr=1_5_9__2000
Bigzur Games,https://store.steampowered.com/developer/Bigzur%20Games&snr=1_5_9__2000
Flight School Studio,https://store.steampowered.com/developer/Flight%20School%20Studio&snr=1_5_9__2000
Brian Master (脑补大师),https://store.steampowered.com/developer/Brian%20Master%20%28%E8%84%91%E8%A1%A5%E5%A4%A7%E5%B8%88%29&snr=1_5_9__2000
SunQ Games,https://store.steampowered.com/developer/SunQ%20Games&snr=1_5_9__2000
Winter Wolves,https://store.steampowered.com/developer/winterwolves?snr=1_5_9__2000
Gearbox Software,https://store.steampowered.com/developer/Gearbox%20Software&snr=1_5_9__2000
The Mustard Corporation,https://store.steampowered.com/developer/The%20Mustard%20Corporation&snr=1_5_9__2000
Hybriona Labs,https://store.steampowered.com/curator/33676929?snr=1_5_9__2000
Valiant Game Studio AB,https://store.steampowered.com/developer/Valiant%20Game%20Studio%20AB&snr=1_5_9__2000
Polar Motion,https://store.steampowered.com/developer/Slitherine?snr=1_5_9__2000
Bad Rhino Games LLC,https://store.steampowered.com/developer/Bad%20Rhino%20Games%20LLC&snr=1_5_9__2000
Military Operations,https://store.steampowered.com/curator/33121857?snr=1_5_9__2000
Discovr Labs,https://store.steampowered.com/developer/Discovr%20Labs&snr=1_5_9__2000
Augmade Ltd,https://store.steampowered.com/developer/augmade?snr=1_5_9__2000
S.Y. GAMES,https://store.steampowered.com/developer/S.Y.%20GAMES&snr=1_5_9__2000
Jan Šídlo,https://store.steampowered.com/developer/Jan%20%C5%A0%C3%ADdlo&snr=1_5_9__2000
Adam Hrubý,https://store.steampowered.com/developer/Adam%20Hrub%C3%BD&snr=1_5_9__2000
Horse Games,https://store.steampowered.com/developer/Horse%20Games&snr=1_5_9__2000
Corrosive Studios LLC,https://store.steampowered.com/curator/6836576?snr=1_5_9__2000
Cordelia Games,https://store.steampowered.com/developer/artifexmundi?snr=1_5_9__2000
Borington,https://store.steampowered.com/developer/Borington&snr=1_5_9__2000
Magic Fountain Studio,https://store.steampowered.com/developer/Magic%20Fountain%20Studio&snr=1_5_9__2000
One Tap Games,https://store.steampowered.com/developer/One%20Tap%20Games&snr=1_5_9__2000
Orihaus,https://store.steampowered.com/developer/Orihaus&snr=1_5_9__2000
Naps Team,https://store.steampowered.com/developer/Naps%20Team&snr=1_5_9__2000
Tap by Tap,https://store.steampowered.com/developer/Tap%20by%20Tap&snr=1_5_9__2000
OKSoft,https://store.steampowered.com/developer/OKSoft?snr=1_5_9__2000
Turcan Research Systems,https://store.steampowered.com/developer/Turcan%20Research%20Systems&snr=1_5_9__2000
Coral Dream Studio,https://store.steampowered.com/developer/Coral%20Dream%20Studio&snr=1_5_9__2000
Intersky Studios,https://store.steampowered.com/developer/Intersky%20Studios&snr=1_5_9__2000
不想上班工作室™,https://store.steampowered.com/developer/%E4%B8%8D%E6%83%B3%E4%B8%8A%E7%8F%AD%E5%B7%A5%E4%BD%9C%E5%AE%A4%E2%84%A2&snr=1_5_9__2000
Sketchy Logic,https://store.steampowered.com/developer/Sketchy%20Logic&snr=1_5_9__2000
Red Zero Games,https://store.steampowered.com/developer/Red%20Zero%20Games&snr=1_5_9__2000
SpielmannSpiel,https://store.steampowered.com/developer/SpielmannSpiel?snr=1_5_9__2000
bison,https://store.steampowered.com/developer/bison&snr=1_5_9__2000
Shardcien,https://store.steampowered.com/curator/33522148?snr=1_5_9__2000
One Little Serf,https://store.steampowered.com/curator/36377724?snr=1_5_9__2000
FLOAT LAND,https://store.steampowered.com/developer/FLOAT%20LAND&snr=1_5_9__2000
Studio Wumpus,https://store.steampowered.com/developer/Studio%20Wumpus&snr=1_5_9__2000
OM ENTERTAINMENT,https://store.steampowered.com/developer/OM%20ENTERTAINMENT&snr=1_5_9__2000
Recotechnology S.L.,https://store.steampowered.com/developer/Recotechnology%20S.L.&snr=1_5_9__2000
BBC Media Applications Technologies Limited,https://store.steampowered.com/developer/BBC%20Media%20Applications%20Technologies%20Limited&snr=1_5_9__2000
Unicorn Games Studio,https://store.steampowered.com/developer/Unicorn%20Games%20Studio&snr=1_5_9__2000
SystemSoft Alpha Cooperation,https://store.steampowered.com/developer/SystemSoft%20Alpha%20Cooperation&snr=1_5_9__2000
Lunranta,https://store.steampowered.com/curator/34742595?snr=1_5_9__2000
Izmir Games Collective,https://store.steampowered.com/developer/Izmir%20Games%20Collective&snr=1_5_9__2000
Unsin Studio,https://store.steampowered.com/developer/Unsin%20Studio&snr=1_5_9__2000
EJRGames,https://store.steampowered.com/developer/EJRGames&snr=1_5_9__2000
Zeuta Caffe,https://store.steampowered.com/developer/Zeuta%20Caffe&snr=1_5_9__2000
ArenaDev,https://store.steampowered.com/developer/ArenaDev&snr=1_5_9__2000
DPT,https://store.steampowered.com/developer/DPT&snr=1_5_9__2000
The 45th Division,https://store.steampowered.com/developer/The%2045th%20Division&snr=1_5_9__2000
Cheezy Freak,https://store.steampowered.com/developer/Cheezy%20Freak&snr=1_5_9__2000
DCF Studios,https://store.steampowered.com/developer/DCF%20Studios&snr=1_5_9__2000
Solare Games,https://store.steampowered.com/developer/Solare%20Games&snr=1_5_9__2000
Crystal Clear Entertainment SB,https://store.steampowered.com/developer/Crystal%20Clear%20Entertainment%20SB&snr=1_5_9__2000
Level 9 Computing,https://store.steampowered.com/developer/Level%209%20Computing&snr=1_5_9__2000
PSS,https://store.steampowered.com/developer/throwback?snr=1_5_9__2000
Threaks,https://store.steampowered.com/developer/Threaks&snr=1_5_9__2000
GameHouse,https://store.steampowered.com/developer/GameHouse&snr=1_5_9__2000
Shenandoah Studio,https://store.steampowered.com/developer/Slitherine?snr=1_5_9__2000
LUZSTARDOM,https://store.steampowered.com/developer/LUZSTARDOM?snr=1_5_9__2000
David Vetterlein,https://store.steampowered.com/developer/David%20Vetterlein&snr=1_5_9__2000
PR games,https://store.steampowered.com/developer/PR%20games&snr=1_5_9__2000
RewindApp,https://store.steampowered.com/developer/rewindapp?snr=1_5_9__2000
Goodgame Studios,https://store.steampowered.com/developer/Goodgame%20Studios&snr=1_5_9__2000
ihobo games,https://store.steampowered.com/curator/35868163?snr=1_5_9__2000
MagdalenaTeam,https://store.steampowered.com/developer/MagdalenaTeam&snr=1_5_9__2000
Reality Twist GmbH,https://store.steampowered.com/developer/Reality%20Twist%20GmbH&snr=1_5_9__2000
Rumbling Games Studio,https://store.steampowered.com/developer/rumbling-games-studio?snr=1_5_9__2000
Nic3Ntertainment,https://store.steampowered.com/developer/Nic3Ntertainment&snr=1_5_9__2000
Michal Bárta,https://store.steampowered.com/developer/Michal%20B%C3%A1rta&snr=1_5_9__2000
Disorganized Media,https://store.steampowered.com/developer/Disorganized%20Media&snr=1_5_9__2000
インレ,https://store.steampowered.com/developer/%E3%82%A4%E3%83%B3%E3%83%AC&snr=1_5_9__2000
Inre,https://store.steampowered.com/developer/Inre&snr=1_5_9__2000
Genos Studios,https://store.steampowered.com/curator/37267123?snr=1_5_9__2000
Dyrnwyn Games,https://store.steampowered.com/developer/Dyrnwyn%20Games&snr=1_5_9__2000
juhbee,https://store.steampowered.com/developer/juhbee&snr=1_5_9__2000
Light Strategy Series,https://store.steampowered.com/developer/Light%20Strategy%20Series&snr=1_5_9__2000
Notus Games Ltd,https://store.steampowered.com/developer/Notus%20Games%20Ltd&snr=1_5_9__2000
Crowvisuals,https://store.steampowered.com/developer/Crowvisuals&snr=1_5_9__2000
Ranida Games,https://store.steampowered.com/developer/RanidaGames?snr=1_5_9__2000
Aardman Animations,https://store.steampowered.com/developer/BANDAINAMCO?snr=1_5_9__2000
Digixart,https://store.steampowered.com/developer/BANDAINAMCO?snr=1_5_9__2000
Linked Dimensions,https://store.steampowered.com/developer/Linked%20Dimensions&snr=1_5_9__2000
Melos Han-Tani,https://store.steampowered.com/developer/Melos%20Han-Tani&snr=1_5_9__2000
The Software Farm,https://store.steampowered.com/curator/33033027?snr=1_5_9__2000
Sunlight Games,https://store.steampowered.com/curator/33033027?snr=1_5_9__2000
Sierra Entertainment,https://store.steampowered.com/curator/33033027?snr=1_5_9__2000
Enlight Software Limited,https://store.steampowered.com/developer/Enlight%20Software%20Limited&snr=1_5_9__2000
Brent Ellison,https://store.steampowered.com/developer/kitfoxgames?snr=1_5_9__2000
Tanya X. Short,https://store.steampowered.com/developer/kitfoxgames?snr=1_5_9__2000
Creative Storm Entertainment,https://store.steampowered.com/developer/CreativeStorm?snr=1_5_9__2000
Grundislav Games,https://store.steampowered.com/developer/Grundislav%20Games&snr=1_5_9__2000
Paintbucket Games,https://store.steampowered.com/developer/Paintbucket%20Games&snr=1_5_9__2000
